name,phone,latitude2,longitude2,addd
LUGO SERVICE STATION,(787) 267-5467,18.0402,-66.8584,BO ALMACIGO BAJO CARR 128  KM 2
COLMADO GONZALEZ,(787) 802-1110,18.3313,-66.3625,CARR 159 KM 6.9 BO CIBUCO 2
PANADERIA KEBET,(787) 899-5055,18.0297,-67.0503,CARR 116 KM 2.8 BO SABANA YEGUEAS
BARRA Y MINI COLMADO EL CIBAO,(787) 982-2446,18.4372,-66.0534,AVE. BORINQUEN  #2054 BO OBRERO
SUP. CINTROMAX LINARES VARGAS,(787) 726-6852,18.4442,-66.0616,EDUARDO CONDE 1762 VILLA PALMERA
LA PLAYA MINI MARKET & LIQUOR STORE,(787) 914-3416,18.1894,-65.7129,CARR 3 KM 66.5 PLAYA HUCARES MALECON NAGUABO
FARMACIA SAN ANTONIO,(787) 847-6781,18.1265,-66.4979,"CARR, 149 KM. 57.3 BO. TIERRA SANTA"
PANADERIA Y REPOSTERIA DON VALE,(787) 803-2294,18.0794,-66.3702,CALLE 1  A #13 JARDINES DE COAMO
COLMADO CAFETIN LA NUEVA ESQUINA,(787) 855-5167,18.385,-66.4227,CARR 155 KM 58.4 ESQ. RAMAL 643 BO PUGNADO ADENTRO
SANTA PAULA SERVICE STATION,(787) 720-4608,18.2151,-66.0617,CARR. 199 KM0.8 ESQ. CALLE MAR ENTRADA URB. SANTA PAULA
JSI CORP. FARMACIA IRIZARRY,(787) 873-3960,18.0781,-66.9604,30 ANGEL GREGORIO MARTINEZ
NUMAX GAS STATION,(787) 276-7325,18.4018,-65.984,CARR. 190 KM 3.2 SABANA ABAJO
BIG KMART REXVILLE,(787) 799-5600,18.3603,-66.1869,CARR 167 CENTRO COMERCIAL REXVILLE
COLMADO EL PALMAR,(787) 738-4380,18.1404,-66.1676,CARR 171 KM 5.1 BO. RINCON
TEXACO DEL CARMEN,(787) 812-1888,17.978907,-66.610826,AVE. CARIBE ESQ.SANTIAGO DE LOS CABALLER URB VILLA DEL CARME
COLMADO CASTRO,(787) 760-5100,18.3473,-66.051,CARR  176  KM 5.8 CAMINO LOS ANDINOS  CUPEY ALTO
COLMADO EL PEQUEQUE LIQUOR STORE,(787) 292-1399,18.3595,-66.0191,CARR. 846 KM 3.4 LOMAS DE TRUJILLO ALTO
SUPERMERCADO MI GENTE,(787) 785-8590,18.3935,-66.132,AVE. RUIZ SOLER LOCAL 1 CENTRO COMERCIAL JARDINES DE CAPARRA
VILLA FLORES SERVICE STATION,(787) 840-7255,18.0029,-66.3531,CARR #1 KM 124 URB VILLA FLORES SECTOR B AVE LA CEIBA- FRENT
VIVI LIQUOR STORE,(787) 256-1412,18.3928,-65.8864,CALLE 22 PARCELA 267 SAN ISIDRO
ESSO SANTIAGO IGLESIAS,(787) 783-0465,18.3836,-66.1001,AVE. PAZ GRANELA #1421 URB. SANTIAGO IGLESIAS
PUNTO OCHO MINI MARKET,(787) 762-8512,18.4084,-66.0078,CALLE HIPOLAIS 901 COUNTRY CLUB
CENTRO COFFEE CENTER,(787) 632-7750,18.4171,-66.0574,COND. EL CENTRO II AVE MUÑOZ RIVERA  500 LOCAL 21
JR FOODMART,(787) 833-5310,18.1807,-67.1341,CARR. 348 KM. 1 HM5
"SUPER FARMACIA SAN JOSE, INC",(787) 735-3025,18.1403,-66.2606,300 CALLE SAN JOSE ESQ. MERCEDITA SERRALLES
COLMADO VAZQUEZ,(787) 720-6093,18.3505,-66.081,CARR 842 KM 1.1 CAIMITO SECTOR CORREA
TEXACO HATO REY,(787) 753-9243,18.4298,-66.0583,73 PONCE DE LEON
AMERICAN GASOLINE CORP,(787) 794-4702,18.3231,-66.1422,CARR 174 KM 9.5 BO GUARAGUAO
AMERICAN GASOLINE,(787) 794-4702,18.4203,-66.25,CARR 865 KM 0.2 BO CAMPANILLA
SOTO MINI MARKET,(787) 764-9391,18.4236,-66.0388,350 CALLE BLANES EMBALSE SAN JOSE
RODRIGUEZ  FOOD MARKET,(787) 893-1871,18.0481,-65.8854,URB. JAIME C. RODRIGUEZ I-3 CALLE 1
BUCARE GULF SERVICE,(787) 720-2321,18.3648,-66.0841,ESQ TURQUESA  Y AMATISTA APOLO GARDEN
FARMACIA YAMILA,(787) 735-2456,18.084,-66.1604,CALLE PEDRO ROSARIO #20 EDIF AIBONITO PLAZA SUITE 5-E
YARIMAR SUPERETTE,(787) 847-2554,18.1334,-66.4807,CARR. 561 KM.0.1 BO. VACAS SEC SIERRITA
COLMADO CAFETERIA ANDY,(787) 769-1334,18.419,-65.9644,VILLA CAROLINA 1 CALLE 601 BLOQUE 224
FARMACIA TOA BAJA,(787) 794-2343,18.42,-66.25,17 CALLE MUÑOZ RIVERA
PANADERIA PIZERRIA NIEVES,(787) 264-2663,18.109,-67.068,CARR 347 HOCONUCO BAJO SECTOR HACIENDITA KM 4.6
SUPER COLMADO LUNA E HIJOS,(787) 735-5015,18.115,-66.2632,CARR 718 KM 4.1 BO PASTO
SUPERDESCUENTOS,(787) 847-1838,18.0879,-66.5078,CARR 149 KM. 62.4 RAMAL 550
"PANADERIA Y REP. LA CAYEYANA, CORP.",(787) 738-7452,18.1335,-66.1389,VILLAS DE SAN JOSE CARR. 735  KM 1.5
H + R FOOD & LIQUOR MARKET INC,(787) 721-7588,18.4582,-66.0759,1050 ASHFORD AVE CONDADO
FARMACIA VILLA ANDALUCIA,(787) 761-7605,18.3824,-66.0272,CENTRO COMERCIAL VILLA ANDALUCIA EXPRESO TRUJIL
BANI LIQUOR  & MINI MARKET,(787) 268-5129,18.4429,-66.0539,CALLE TAPIA 365 VILLA PALMERAS
AGOSTO SERVICE STATION,(787) 876-0159,18.3435,-65.8938,CARR 185 KM 4 HM 5 BO CAMPO RICO
BROADWAY CAFE & LIQUOR,(787) 768-7485,18.4094,-66.0004,AVE. CAMPO RICO # 771 SAN JUAN COUNTRY CLUB
SUPER FARMACIA GARDENVILLE,(787) 782-1180,18.3952,-66.1205,CALLE BRASIL ESQ BUEN  # 50 SAMARITANO GARDENVILLE
EL FARITO LIQUOR STORE,(787) 807-6129,18.4474,-66.3516,CARR 689 KM 2.9 BO. CEIBA CARMELITA
COLMADO FLORIDA,(787) 715-1145,18.1833,-65.9434,BO FLORIDA  CARR 183  KM  12.9
GASOLINAS ALEJANDRO,(787) 736-0935,18.1837,-65.9588,CARR 183  KM  10.8     BO FLOR KM 12
DANTE BBQ/SUPERVIDEO MARKET,(787) 728-4480,18.4412,-66.0515,CALLE EDUARDO CONDE    2105 SANTURCE
FARMACIA RUIZ BELVIS,(787) 737-3550,18.2687,-65.9656,CARR 181 KM 23.3 BO CELADA
COLMADO CAFETIN EL NENE,(787) 761-3347,18.3681,-66.0129,CARR 181 INT CARR 850 BO LAS CUEVAS
COLMADO GONZALEZ,(787) 715-0095,18.1006,-65.97765,CARR 181 KM 12. RAMAL 9920 (LOS MARTES CERRADO)
CERRILLOS MINI MARKET,(787) 254-3910,18.1332,-67.1486,CARR 311 KM 6.8 BO GUANAJIBO SECTOR CERRILLO
FARMACIA FELICIANO 2,(787) 893-6709,18.047,-65.8751,URB JARDINES DE YABUCOA CALLE 1 A- 8
BAR RESTAURANT EL TIVOLI,(787) 893-2727,18.04,-65.8469,CARR 901 KM 3.7
COLMADO BRISAS DEL CAMPO,(787) 252-1824,18.3473,-67.1417,BO CERRO GORDO KM 7.3  CARR 417
HI SPEED GAS CORP,(787) 849-0999,18.125,-67.0955,CARR 2 KM 166.6 BO LAVADERO
COLMADO CORREA,(787) 878-2359,18.4615,-66.7382,945 AVE SAN LUIS VICTOR ROSA I
COLMADO LA LUISA,(787) 884-5597,18.4509,-66.5158,293 PARCELAS CALLE OPALO LAS L CARR 686 KM 1 HM 8 BO CANTITO
SUPERMERCADO VILLA GRILLASCA,(787) 840-2039,18.0018,-66.3726,URB. VILLA GRILLASCA CALLE RITO MORELL 2203
PUEBLO NUEVO SELF SERVICE,(787) 254-3933,18.0882,-67.1507,105 CALLE CARBONELL
PANADERIA LAS PIEDRAS,(787) 252-1040,18.3179,-67.1738,CARR 411 KM 8.0 BO ATALAYA
JIMMY 24 MINI MARKET,(787) 306-2785,18.4053,-66.2003,CARR 2 KM 16.1 BO CANDELARIA
COLMADO Y CENTRO AGRICOLA SANTIAGO,(787) 818-9024,18.3881,-67.038,CARR 112 KM 419 RAMAL 445
FARMACIA PLAZA #11,(787) 251-1117,18.3991,-66.2104,CARR 863 KM 0 HM 6 BO PAJAROS
COLMADO LA MOCA,(787) 836-2395,18.0613,-66.6964,TALLABOA ALTA #2 SECTOR LA MOCA # 24
SUPERETTE VILLA DEL CARMEN,(787) 813-1525,17.9833951135513,-66.604360065124,CALLE TENDAL 22  #2040 URB VILLA DEL CARMEN
COOPERTATIVA GASOLINERA DORADO,(787) 796-1050,18.4606,-66.2657,CALLE MENDEZ VIGO 343
FARMACIA NUEVA,(787) 768-5373,18.3802,-65.9566,100 SUR CALLE MUÑOZ RIVERA ESQ. SALVADOR BRAU
FARMACIA NUEVA,(787) 896-2080,18.3333,-66.9879,AVE EMERITO ESTRADA RIVERA ENTRADA URB RAHOLISA 3
SUPER FARMACIA CORCOVADA,(787) 820-4747,18.4555,-66.7776,CARR 492 KM 2.3 BO CORCOVADA
PANADERIA Y REPOSTERIA NORANGERIE,(787) 826-4341,18.2764,-67.1181,CARR 109 KM 5.7 BO ESPINO
GARAGE ALFREDO,(787) 836-1767,18.0498,-66.7194,CARRETERA 385 INT 132
CARIBEL SERVICE STATION,(787) 876-1884,18.4269,-65.8787,CARR 188 KM 5.9 VILLA CAÑONA I
CITGO SERVICE STATION,(787) 712-8677,18.2505,-65.9707,CARR 181 KM 2.2 BO MAMEY
COLMADO BAR DELGADO,(787) 743-6853,18.2107,-66.017,CARR 789 KM  1.8 TOMAS DE CASTRO 2
COLMADO VEGA,(787) 895-3543,18.4362,-66.9294,CARR.113 KM. 14.5 . BO. SAN ANTONIO
AMERICAN GASOLINE CORP.,(787) 872-1950,18.4998,-67.0714,CARR 459 INT. 469 KM 4.2 BO JOBOS
EL TUQUE BAKERY,(787) 841-3533,17.990438,-66.66005,CALLE GREGORIO SABATER #1715 SECTOR NUEVA VIDA EL TUQUE
SUPERMERCADO MI CASA,(787) 881-2539,18.4259,-66.6143,CARR # 2 RUTA 639 KM 0.9 CANDELARIA
PEPITO'S FOOD MARKET,(787) 762-8859,18.4156,-65.9575,CALLE 435 BLOQUE 189 14 5TA SECCION VILLA CAROLINA
COLMADO CAPAEZ,(787) 262-3481,18.456,-66.8106,PARCELA 11 BO CAPAEZ CALLE A
MI TIENDITA MINI MARKET,(787) 730-6107,18.3763,-66.1957,URB. MIRA FLORES BLOQUE 3 CASA 1 C/ALBELDRIO ESQ. C/3
PANADERIA REPOSTERIA VAN SCOY,(787) 797-8349,18.3436,-66.1945,CALLE 12 V-1 VAN-SCOY
SUPERMERCADO MR.TRIGO,(787) 262-8443,18.4553,-66.8534,CARR. 486 KM 1.9 BO ZANJAS
TOTAL GASOLINERA ROYAL TOWN,(787) 787-9410,18.3677,-66.1761,CARR 840 ESQ LAS CUMBRES ROYAL TOWN
TEXACO 65 INFANTERIA,(787) 717-8468,18.3952,-65.9823,AVE. 65 INFANTERIA OESTE # 3500 KM 7.5 BO. SABANA ABAJO
LA COPA DEL CHEVERE,(787) 726-3236,18.43446,-66.05298,AVE. REXACH 2098 BO. OBRERO
FARMACIA BETANCES,(787) 825-1268,18.0804,-66.3578,CALLE DR.VEVE ESQ.JOSE I. QUINTON # 40 TON #40
PANADERIA LA RUTA,(787) 265-5280,18.1722,-67.125,CARR 348 KM 2.3 BO RIO HONDO
SHELL BALDRICH,(787) 274-1284,18.4108,-66.0646,CALLE COLL & TOSTE URB BALDRICH
GUILLOTY SERVICE STATION,(787) 827-4444,18.2504,-67.0023,CARR 119 KM 23.2 BO FURNIAS
COLMADO CARNICERIA PLAZA,(787) 448-8094,18.4068,-66.0035,URB COUNTRY CLUB 773 CALLE PLAYERO ESQ LINANCERO
SANTA ROSA GULF,(787) 798-0211,18.3854,-66.1447,CARR 174 KM 1.5  ESQ. BOUNDARY URB. SANTA ROSA
COLMADO LOS ROSALES,(787) 899-7119,18.0416,-67.0533,URB EL VALLE 22 CALLE LOS ROSALES
TATAS CAFE,(787) 873-0362,18.0817,-66.961,66 CALLE NEPOMUCENA SANTIAGO
SUPERMERCADO DORADO,(787) 278-0843,18.461,-66.2682,377 MENDEZ VIGO
COLMADO EL PUENTE,(787) 750-2874,18.4141,-66.0073,AVE ITURREGUI ESQ 401 MA-1 4TA EXT. COUNTRY CLUB
PANADERIA EL NUEVO ALAMO,(787) 740-6632,18.3739,-66.1677,AVE MAGNOLIA L-27
COLMADO COLON,(787) 738-8898,18.1194,-66.1771,AVE. JOSE DE DIEGO # 446
CABRERA SERVICE STATION,(787) 756-7528,18.4214,-66.0446,AVE BARBOSA ESQ EMMANUELI NORT
SUPERMAX DE MANATI,(787) 854-6611,18.4182,-66.4833,CARR 149 ESQ 668 HACIA MOROVIS CENTRO COMERCIAL PLAZA MONACO
SUPERMAX DE VEGA BAJA,(787) 858-7042,18.4454,-66.3976,CENTRO COMERCIAL LAS VEGAS CARR # 2 KM 39.5
SUPERMAX DE CIDRA,(787) 739-1695,18.1767,-66.1478,BERRIOS SHOPPING CENTER CARR 787 INTER 172 BO BAYAMON
SUPERMAX DE PONCE,(787) 812-4707,17.9968,-66.6378,PONCE TOWN CENTER CARR # 2 KM 257.04 BO CANAS
AMERICAN GASOLINE CORP,(787) 807-1516,18.4456,-66.3924,CARRETERA 155 KM 1.0 ESQ. RAMON RAMIREZ
COLMADO LUISITO,(787) 824-2683,18.0623,-66.2412,CARR 1 KM 78.1 (FRENTE  CLUB) BO. PARCELAS VAZQUEZ
DIAZ SERVICE STATION,(787) 751-0356,18.3751,-66.066,CALLE PARANA ESQ. WESER RIO PIEDRAS HEIGHTS
JULIO LOPEZ GAS STATION,(787) 890-1246,18.4838,-67.111,CARR 110 KM 4
PANADERIA LA RIQUISIMA,(787) 997-4870,18.4493,-67.1398,CARR 459 AL LADO CENTRO DIALISIS
FARMACIA MOCA II,(787) 877-2589,18.3963,-67.1015,CARR # 444 KM 0.7 BO CUCHILLAS
LUCIANO ESSO SERVICENTER,(787) 757-8755,18.3805,-65.9779,CARR.860 KM 0.4 ROLLINGS HILLS
PANADERIA LA PANORAMICA,(787) 735-1495,18.1242,-66.2939,CARR 723 KM 0.1 BO ASOMANTE
PLAZA LOIZA I,(787) 726-8150,18.4492,-66.0448,2253 CALLE LOIZA
PLAZA LOIZA II,(787) 769-4101,18.4102,-65.9672,CENT COM VALLE ARRIBA HEIGHTS AVE FIDALGO DIAZ 101
GUARINA BAKERY,(787) 840-7601,17.996502,-66.621132,AVE. MUÑOZ RIVERA Q-C-15 URB.VILLA GRILLASCA
EL VERDE PETROLEUM,(787) 809-4020,18.3747,-65.8212,CARRETERA 3 KM.25.5 BO EL VERDE
SUPER FARMACIA CAROLINA,(787) 257-8540,18.391,-65.9655,AVE. ROBERTO CLEMENTE ESQ. SANCHEZ CASTANO
"SUPER FARMACIA IDEAL,INC",(787) 752-9120,18.3985,-65.9875,AVE.65 DE INFANTERIA PLAZA COMANDANTE
"SUPER FARMACIA NELIA, INC.",(787) 873-0198,18.0785,-66.9629,16 CALLE FRANCISCO MA QUIÑONEZ
FARMACIA EL GUAYABAL,(787) 837-5445,18.078,-66.4979,CARRETERA 14 KM 63.8 BO GUAYABAL
COLMADO NURIS,(787) 701-6154,18.3902,-65.9513,VILLA JUSTICIA CALLE RIVERA K-38
FARMACIA RAISA,(787) 823-2929,18.3251,-67.245,CARR 115 KM 11.4
FARMACIA DEL CARMEN,(787) 897-2900,18.2947,-66.8778,CALLE RAMIREZ # 3
CARRILLO MINI MARKET,(787) 598-3709,18.3497,-66.8876,CARR 453 KM 8.3 BO PILETAS
HHF GULF SERVICE STATION,(787) 736-3421,18.19268,-65.96627,AVE. JOSE DE DIEGO INT 181 SAN LORENZO
SUPERMAX BAYAMON GARDENS,(787) 780-7151,18.3759,-66.1769,CARR 167 BAYAMON A COMERIO CENTRO COMM BAYAMON GARDENS
D.V.O.TOTAL TIGER MARKET CANOVANAS,(787) 876-4881,18.3569,-65.9005,CARR. 185 KM. 2.6 BO CAMPO RICO
TROCHE MINI MARKET,(787) 831-5400,18.162,-67.0794,CALLE   ROSAURA  ARROYO 3 POBLADO ROSARIO
PANADERIA DON NICO,(787) 809-2737,18.3777,-65.8631,CARRETERA 3 KM 20.5 BO.MALPICA
COSS SERVICE STATION,(787) 258-3191,18.2111,-66.0021,BO. TOMAS DE CASTRO #2 CARR 183 KM 4.6
GASOLINAS TORRECILLAS,(787) 857-0245,18.1891,-66.3476,CARR. 156 KM 10.5
TEXACO LEVITTOWN,(787) 795-9096,18.4379,-66.1665,AVE. COMERIO ESQ   AVE SABANA SECA LEVITTOWN
GOLFERS GAS PARK,(787) 254-5438,18.1347,-67.1547,CARR 100 KM 1.9 GUANAJIBO
COLMADO  C.T.,(787) 726-2606,18.4349,-66.0456,AVE BORINQUEN 2308
FORTUNA LIQUOR STORE,(787) 889-4129,18.3794,-65.747,PARCELAS FORTUNA CARR 3 KM 33.3
ALFONSO SERVICE STATION,(787) 879-9063,18.4722,-66.7297,AVE MIRAMAR 534
COLMADO HERNANDEZ,(787) 895-3207,18.4732,-66.9387,CALLE CALIFORNIA 151
MR CACIQUE SERVICENTRO TEXACO,(787) 746-7535,18.2259,-66.0376,CALLE GAUTIER BENITEZ EDIF 153 ESQ.VENUS
TEXACO PASEO DEL PUEBLO,(787) 866-6600,17.9767,-66.1202,"AVE. PEDRO ALBIZU CAMPOS KM.3 ANTESCARR.PR-54,DESVIO SUR"
JC MINI MARKET,(787) 859-1465,18.3428,-66.3042,CARR 159 KM 16.1 SECTOR MABILLA
OVEJAS BAKERY,(787) 826-4641,18.2561,-67.1161,CARRETERA 430 KM 3.3 BO. OVEJAS
SUPER FARMACIA VILLA PRADES,(787) 767-2097,18.4072,-66.0241,CALLE ARISTIDES CHAVIER G-8 CENTRO COMERCIAL VILLA PRADES
GARAGE BOQUERON,(787) 814-2673,18.243,-66.664,CARR. 140 KM 22 BO. LAS PALMAS
SUPER COLMADO WILLIE,(787) 856-5220,18.0505,-66.8675,CARR 371 KM 2.2 BO ALMACIGO BAJO
"FARMACIA SAN PABLO, INC",(787) 739-8300,18.177,-66.1585,CALLE BARCELO 64 SALIDA HACIA CAGUAS
PANADERIA Y COLMADO AQUINO,(787) 826-2621,18.3127,-67.0714,CARR 420 KM 8.8 BO CERRO GORDO LAO
PANADERIA EL SEÑORIAL,(787) 764-4853,18.37,-66.0667,AVE WINSTON CHURCHILL # 125 EL SEÑORIAL
ALTURAS MINI MARKET,(787) 809-4955,18.38,-65.8464,ALTURAS DE RIO GRANDE C/K HH21 CENTRO COMERCIAL
MEL'S MINI MARKET,(787) 898-3273,18.4846,-66.8527,AVENIDA BALTAZAR JIMENEZ 463 SECTOR PEÑA
GUDY'S,(787) 759-6856,18.3752,-66.0732,CARR. MARG.#1 KM 5.1 PROF.OFF. PARK V BO. MONACILLO
SUPER COLMADO RAFAEL,(787) 257-6860,18.3917,-65.9568,AVE SANCHEZ CASTAÑO BLOQUE 8 # 16 VILLA CAROLINA
SUPERMERCADO ARENAS,(787) 738-7400,18.1364,-66.1363,CARR 735 ESQ. 734 KM 1.2 BO. ARENAS
COLMADO TOMA Y DAME,(787) 251-1867,18.3923,-66.2137,MUCARABONES CALLE 2 PARCELA 85-C
COLMADO BETANCOURT,(787) 878-4848,18.4681,-66.752,CALLE P Q-6 URB. JDNES DE ARECIBO
FARMACIA MEDINA 2,(787) 256-3592,18.3803,-65.8721,CALLE 1  LOTE B-1 VILLAS DE LOIZA
FARMACIA PONTEZUELA,(787) 769-5240,18.4254,-65.988,COND GOLDEN TOWER C8 AVE PONTEZUELA VISTAMAR
TEXACO BALDRICH SERVICE STATION,(787) 754-0325,18.4129,-66.0651,CALLE CESAR GONZALEZ 555
TEXACO MUÑOZ RIVERA INC,(787) 767-7045,18.4151,-66.057,AVE MUÑOZ RIVERA #560 PARADA 35
ALEX MINI MARKET,(787) 716-1271,18.1895,-65.8687,CALLE 1 # 5  CARR. 936 BO. ARENALES
COLMADO RAMOS,(787) 872-2532,18.3871,-66.9468,CARR. 457 KM 2.5
SAEZ CONVENIENCE STORE,(787) 797-8719,18.3629,-66.1414,CARRETERA 174 KM 4.2 JUAN SANCHEZ
COLMADO PRODUCTOS INDUVECA,(787) 763-1904,18.4164,-66.0532,62 CALLE GUAYAMA HATO REY
"FARMACIA LA VENTANA, INC.",(787) 835-3525,18.0195,-66.7919,CALLE MUÑOZ RIVERA 123
PETER SELF SERVICE,(787) 785-4643,18.3856,-66.1512,AVE. TENIENTE MARTINEZ CALLE 18 FF2
WESLEY BAKERY,(787) 805-1470,18.194,-67.1144,CARR. 105 KM 2.6 BO JUAN ALONSO
COLMADO SAN LUIS,(787) 991-2418,18.1468,-66.2749,CALLE PALESTINA #111 SAN LUIS AIBONITO
SUPERMERCADOS SELECTOS,(787) 862-4410,18.3235,-66.4061,CARR. 155 INT. 6622 AL LADO DEL BCO. POPULAR
TEXACO TRUJILLO ALTO PLAZA,(787) 760-6203,18.3391,-65.9905,CARR. 181 KM 9.3 BO DOS BOCAS
"CAR SPA, INC. TEXACO LA RIVIERA",(787) 792-5465,18.3943,-66.0843,URB LA RIVIERA 123 AVE DE DIEGO
JOHNNY CASH & CARRY,(787) 837-1872,18.0291,-66.5346,PARC NUEVAS AGUILITA CALLE PRINCIPAL #359
COLMADO RIO ABAJO,(787) 807-8387,18.4316,-66.388,CALLE 7 ESQUINA CALLE 5 PARCELA 345 BRISAS DEL ROSARIO
PEREZ LIQUOR STORE,(787) 638-4152,18.4065,-65.9729,VILLA FONTANA AVE MONSERRATE  VIA 15 FR17
TEXACO COLOBOS,(787) 276-8888,18.3769,-65.9179,CENTRO COMERCIAL COLOBOS CARRETERA 3 KM 14.7
LUCKY PRETZEL,(787) 856-0660,18.0348,-66.8495,CALLE COMERCIO 31
COLMADO MEDINA,(787) 265-4741,18.1947,-67.1472,CALLE PRINCIPE 209 BO. COLOMBIA
FARMACIA YARIMAR 2,(787) 799-2177,18.3582,-66.207,CARR 829 KM 2.0 BO. ORTIZ EDIF.PLAZA 829
PANADERIA EL ROCIO,(787) 267-2874,18.0512,-66.868,CARRETERA 371 KM 2.2 BO.ALMACIGO BAJO
FARMACIA RUIZ BELVIS,(787) 746-4919,18.2343,-66.0311,17 AVE RAFAEL CORDERO
FARMACIA MARILU,(787) 878-1120,18.4714,-66.7173,CALLE SAN FELIPE 165
PANADERIA LA REINA,(787) 818-3169,18.365,-67.0525,CARR 111 INT 421 BO CAPA
FARMACIA PUERTA DE CAROLINA,(787) 276-2808,18.4063,-65.9597,AVE MONSERRATE CALLE MAIN CALDERON VILLA CAROLINA
S/M CENTRO AHORROS MILENIO,(787) 875-0323,18.2535,-66.2373,CARR. 780 KM 5.7 BO. DOÑA ELENA
PANADERIA EL MANA,(787) 872-1475,18.5063,-67.0725,CARR 466 KM 6.1 BO JOBOS
AXXEL'S PHARMACY,(787) 738-0999,18.1123,-66.1667,MUÑOZ RIVERA 64 SUR
AGUADILLA TEXACO SERV.STA.,(787) 891-5539,18.4778,-67.1512,CARR. 107 KM 4.0 BO. BORIQUEN
SM MI CASA SAN LAZARO,(787) 251-8266,18.4037,-66.2299,BO  CANDELARIA   Q-12 CALLE  11 URB. ALTAGRACIA
DISCOLANDIA,(787) 725-3195,18.4489,-66.0666,1558 PONCE DE LEON PDA 23 1/2 SANTURCE
CANTINA TUNILOS,(787) 874-6707,18.2128,-65.7338,CALLE RUIZ BELVIS  NO. 1 ESQ. ANTONIO RIOS
COLMADO  LA PROVIDENCIA,(787) 751-7033,18.4003,-66.0426,CALLE LEALTAD 1008 SABANA LLANA
FARMARKET BELLA VISTA,(787) 799-5794,18.3522,-66.1892,CENTRO COMM. BELLA VISTA EDIF 1 LOCAL 1A
AMERICAN GASOLINE DORADO,(787) 796-5951,18.4378,-66.2797,CARRETERA 695 KM 1.2 BO HIGUILLAR
"AMERICAN GASOLINE, CORP.",(787) 284-6006,18.0032,-66.3349,CARR. #1 KM 121.7 SECTOR MERCEDITA
COLMADO TORRES,(787) 894-3027,18.286,-66.6894,CARR 611 KM 3.8 BO. SABANA GRANDE
SHELL VILLA PRADES,(787) 767-2029,18.4051,-66.0196,AVE. SIMON MADERA 721 ESQ. JULIO ANDINO VILLA PRADES
COLMADO VISTA HERMOSA,(787) 852-3987,18.1484,-65.8538,CARR. 908 KM 3.2 BO. TEJAS
SUPER FARMACIA RAMPLA,(787) 893-3590,18.0475,-65.89921,CALLE CRISTOBAL COLON 52
HIGH TIME LIQUOR STORE,(787) 784-7356,18.4454,-66.1741,AVE BOULEVARD RA 8 LEVITTOWN
COL.CAFETIN VARGAS,(787) 819-1539,18.4285,-67.1535,CALLE MERCADO # 12
SUPERMERCADO AMIGO,(787) 720-0736,18.384,-66.1172,AVE LOS FILTROS ESQ SANTA ANA ALTURAS DE TORRIMAR
SUPERMERCADO AMIGO,(787) 743-2180,18.2181,-66.0442,CENTRO COMM. PLAZA DEL CARMEN
SUPERMERCADO AMIGO,(787) 761-6280,18.3794,-66.054,CARR 845 INT CARR 176 CENTRO COMM. CUPEY BAJO
SUPERMERCADO AMIGO,(787) 261-0400,18.4368,-66.1781,AVE LOS DOMINICOS LEVITTOWN
SUPERMERCADO AMIGO,(787) 780-6322,18.3828,-66.1424,CARR 174 INT CARR 177 URB INDUSTRIAL MINILLAS
SUPERMERCADO AMIGO,(787) 824-1940,17.9827,-66.2913,AVE PEDRO ALBIZU CAMPO CARR 180 KM 0.6 PUEBLO
SUPERMERCADO AMIGO,(787) 889-1077,18.3768,-65.7204,CALLE 2 URB BRISAS DEL MAR CENTRO COMM. BRISAS DEL MAR
SUPERMERCADO AMIGO,() -,18.3997,-66.0969,AVE. PIÑEIRO ESQ. SAN PATRICIO LAS LOMAS
SUPERMERCADO AMIGO,(787) 783-7030,18.2435,-66.0602,AVE. ROOSEVELT CENTRO COMM. CAPARRA
SUPERMERCADO AMIGO,(787) 769-9467,18.406,-65.9652,AVE MONSERRATE VILLA CAROLINA
SUPERMERCADO AMIGO,(787) 283-0130,18.3572,-66.0642,AVE LAS CUMBRES PASEOS MALL
SUPERMERCADO AMIGO,(787) 882-3234,18.4247,-67.1503,CARR 2 KM 126.5
SUPERMERCADO AMIGO,(787) 859-7555,18.3413,-66.3113,CARR 891 KM 0.1 BO PUEBLO
SUPERMERCADO AMIGO,(787) 734-2510,18.2314,-65.9055,CARR 31 KM 24.0 BO. CEIBA NORTE
SUPERMERCADO AMIGO,(787) 888-5200,18.3791,-65.7863,CARR 3 KM 28.0 RIO GRANDE STATE
SUPERMERCADO AMIGO,(787) 708-0074,18.2712,-66.1099,CARR 20 PLAZA GUAYNABO CENTRO INDUSTRIAL GRANA
SUPERMERCADO AMIGO,(787) 801-2201,18.2963,-65.6451,CARR 3 KM 49.7 BO QUEBRADA VUELTAS MONTESOL
SUPERMERCADO AMIGO,(787) 866-1350,17.9737,-66.1177,CARR 54 KM 0.9 BO MACHETE LA FUENTE SHOPPING CENTER
WAL-MART SUPERCENTER,(787) 845-0010,18.0163,-66.3807,CARR 153 KM 7.2 BO. JAUCA II
SUPERMERCADO AMIGO,(787) 739-3075,18.1845,-65.9673,CARR 181 INT 183 PLAZA SAN LORENZO
SUPERMERCADO AMIGO,(787) 278-5859,18.4573,-66.2828,CARR 696 PASEO DEL PLATA AVE HIGUILLAR BO. HIGUILLAR
